SKU,Author,Name,Type,Price,Category,"Sub Category","Short Discription","Long Discription","Dead Line",Image,Tags,"Package Products",Slug,"Product Status","Product Language","Product Locations","Download Link"
ID000028," ","Webinar for Consultants1",simple,5000,webinars,,"<p>Short discriptionI\\\'ve invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=table><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>",10,https://startuplawyer.lk/main/uploads/1629465871.jpg,,,webinar-for-consultants,publish,,,"
"
ID000029," ","Webinar for Businesses",,1500,webinars,,"<p>Short discriptionI\'ve invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=table><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>",9,,,,webinar-for-businesses,publish,English,,"
"
ID000030," ","ubuntu webinar testing ",,800000,webinars,,"<p>Short discriptionI\'ve invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>What is Lorem Ipsum?</h2><p><strong>Lorem Ipsum</strong> is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.</p><h2>Why do we use it?</h2><p>It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution of letters, as opposed to using 'Content here, content here', making it look like readable English. Many desktop publishing packages and web page editors now use Lorem Ipsum as their default model text, and a search for 'lorem ipsum' will uncover many web sites still in their infancy. Various versions have evolved over the years, sometimes by accident, sometimes on purpose (injected humour and the like).</p><p><br>&nbsp;</p><h2>Where does it come from?</h2><p>Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of the more obscure Latin words, consectetur, from a Lorem Ipsum passage, and going through the cites of the word in classical literature, discovered the undoubtable source. Lorem Ipsum comes from sections 1.10.32 and 1.10.33 of ""de Finibus Bonorum et Malorum"" (The Extremes of Good and Evil) by Cicero, written in 45 BC. This book is a treatise on the theory of ethics, very popular during the Renaissance. The first line of Lorem Ipsum, ""Lorem ipsum dolor sit amet.."", comes from a line in section 1.10.32.</p><p>The standard chunk of Lorem Ipsum used since the 1500s is reproduced below for those interested. Sections 1.10.32 and 1.10.33 from ""de Finibus Bonorum et Malorum"" by Cicero are also reproduced in their exact original form, accompanied by English versions from the 1914 translation by H. Rackham.</p>",8,https://startuplawyer.lk/main/uploads/1634236903.png,,,webinar-for-company-secretaries,publish,Sinhala,"Online via Startup Lawyer",
ID000031," ","Webianr for Lawyers - Bona Fide",,2000,,,"<p>Short discriptionI\'ve invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Long discription</h2><p>&nbsp;I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in yo</p><figure class=table><table><tbody><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure><p>ur start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><h3>ggggggggggg</h3><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p><p>I've invented a method  called Slicing Pie  that will allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>",10,,,,webianr-for-lawyers-bona-fide,publish,Others@Sinhala,,"
"
ID000036," ","Contract Drafting",,5000,Service,Service,"<h2>What is Lorem Ipsum?</h2><p><strong>Lorem Ipsum</strong> is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.</p>","<h2>What is Lorem Ipsum?</h2><p><strong>Lorem Ipsum</strong> is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.</p><h2>Why do we use it?</h2><p>It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution of letters, as opposed to using 'Content here, content here', making it look like readable English. Many desktop publishing packages and web page editors now use Lorem Ipsum as their default model text, and a search for 'lorem ipsum' will uncover many web sites still in their infancy. Various versions have evolved over the years, sometimes by accident, sometimes on purpose (injected humour and the like).</p><p><br>&nbsp;</p><h2>Where does it come from?</h2><p>Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of the more obscure Latin words, consectetur, from a Lorem Ipsum passage, and going through the cites of the word in classical literature, discovered the undoubtable source. Lorem Ipsum comes from sections 1.10.32 and 1.10.33 of ""de Finibus Bonorum et Malorum"" (The Extremes of Good and Evil) by Cicero, written in 45 BC. This book is a treatise on the theory of ethics, very popular during the Renaissance. The first line of Lorem Ipsum, ""Lorem ipsum dolor sit amet.."", comes from a line in section 1.10.32.</p><p>The standard chunk of Lorem Ipsum used since the 1500s is reproduced below for those interested. Sections 1.10.32 and 1.10.33 from ""de Finibus Bonorum et Malorum"" by Cicero are also reproduced in their exact original form, accompanied by English versions from the 1914 translation by H. Rackham.</p>",3,,@@@,,contract-drafting,publish,,,
ID000037," ","Trademark Registration",,0,,Service,"Small description","Long description",14,,,,trademark-registration,publish,English@Sinhala,,"
"
ID000038," ","Change Management Programme",,5000,Service,,"Small description","Long description",10,,,,change-management-programme,publish,English@Sinhala,,"
"
ID000039," ","Service by Secretary",,15000,,Service,"Small description","Long description",14,,,,service-by-secretary,publish,English@Sinhala,,"
"
ID000040," ","Preparing Fund Raising Documents",,2000000,,Service,"Small description","Long description",11,,,,preparing-fund-raising-documents,publish,English@Sinhala,,"
"
ID000041," ","Pitch Deck Preparation",,5000,,Service,"Small description","Long description",10,,,,pitch-deck-preparation,publish,English@Sinhala,,"
"
ID000042," ",Incorporation,,15000,,Service,"Small description","Long description",14,,,,incorporation,publish,English@Sinhala,,"
"
ID000043," ","Deed work",,5000,,Service,"Small description","Long description",3,,,,deed-work,publish,Others@Sinhala@English,,"
"
ID000044," ","Service by Entrepreneur",,1000000,,Service,"Small description","Long description",11,,,,service-by-entrepreneur,publish,Others@Sinhala@English,,"
"
ID000045," ","Employee engagement programme",,5000,,Service,"Small description","Long description",10,,,,employee-engagement-programme,publish,Others@Sinhala@English,,"
"
ID000046," ","Due  diligence",,0,,Service,"Small description","Long description",3,,,,due-diligence,publish,Others@Sinhala@English,,"
"
ID000047," ","How to raise funding for your startup",,30,,course,"Small description","Long description",0,,,,how-to-raise-funding-for-your-startup,publish,Others@Sinhala@English,,"
"
ID000048," ","How to start a coaching business",,30000,,course,"Small description","Long description",14,,,,how-to-start-a-coaching-business,publish,Others@Sinhala@English,,"
"
ID000049," ","How to dissolve companies",,1000,,course,"Small description","Long description",13,,,,how-to-dissolve-companies,publish,English@Sinhala,,"
"
ID000050," ","Course for Lawyers",,0,course,,"Small description","Long description",5,,,,course-for-lawyers,publish,Sinhala,,"
"
ID000051," ","Initial Consultation",,5000,Booking,Consultation,"Small description","Long description",1,,,,initial-consultation,publish,Sinhala,,"
"
ID000052," ","Initial Consultation",,5000,Booking,Consultation,"Small description","Long description",2,,,,initial-consultation-6,publish,Sinhala,,"
"
ID000053," ","Initial Consultation",,0,Booking,Consultation,"Small description","Long description",2,,,,initial-consultation-5,publish,Sinhala,,"
"
ID000054," ","Indepth Consultation",,0,Booking,Consultation,"Small description","Long description",14,,,,indepth-consultation-5,publish,Sinhala,,"
"
ID000055," ","Indepth Consultation",,5000,Booking,Consultation,"Small description","Long description",1,,,,indepth-consultation-4,publish,Sinhala,,"
"
ID000056," ","Indepth Consultation",,5000,Booking,Consultation,"Small description","Long description",2,,,,indepth-consultation-3,publish,Others@Sinhala,,"
"
ID000057," ","Indepth Consultation",,0,Booking,Consultation,"Small description","Long description",14,,,,indepth-consultation-2,publish,English@Sinhala,,"
"
ID000058," ","General Consultation",,0,Booking,Consultation,"Small description","Long description",2,,,,general-consultation,publish,Others@Sinhala,,"
"
ID000059," ","Coaching for success",,5000,Booking,Coaching,"Small description","Long description",1,,,,coaching-for-success,publish,English,,"
"
ID000060," ","Hiring Employees",,0,Booking,Coaching,"Small description","Long description",2,,,,hiring-employees-2,publish,Sinhala,,"
"
ID000061," ","How to conduct a meeting",,30000,Booking,Coaching,"Small description","Long description",14,,,,how-to-conduct-a-meeting,publish,English@Sinhala,,"
"
ID000062," ","Public speaking",,10000,Booking,Coaching,"Small description","Long description",2,,,,public-speaking,publish,Others@Sinhala,,"
"
ID000063," ","Webinar for Consultants",,5000,webinars,,"Small description","Long description",10,,,,webinar-for-consultants-2,publish,Others,,"
"
ID000064," ","Webinar for Businesses",,1500,webinars,,"Small description","Long description",9,,,,webinar-for-businesses-2,publish,English,,"
"
ID000065," ","Webinar for Company Secretaries",,800000,webinars,,"Small description","Long description",8,,,,webinar-for-company-secretaries-2,publish,English@Sinhala,,"
"
ID000066," ","Webianr for Lawyers - Bona Fide",,2000,,,"Small description","Long description",10,,,,webianr-for-lawyers-bona-fide-2,publish,Others@Sinhala,,"
"
ID000067," ","Package 5",,7000,,Package,"Small description","Long description",3,,@@,,package-5,publish,Sinhala,,"
"
ID000068," ","Package 6",,20000,Package,,"Small description","Long description",1,,@@,,package-6,publish,Others,,"
"
ID000069," ","Package 7",,11000,,Package,"Small description","Long description",2,,@@,,package-7,publish,English@Sinhala,,"
"
ID000070," ","Package 8",,9000,,Package,"Small description","Long description",14,,@@,,package-8,publish,Others@Sinhala,,"
"
MilestoneTestingSP1.008," ","New service product created by Admin for testing",,5000,,Service,"<p>Short discriptionI\'ve invented a method called Slicing Pie that will allow you to determine exactly how much equity each founder and early employee ,deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</p>","<h2>Bye ill allow you to determine exactly how much equity each founder and early employee deserves in your start-up. Mistakes in equity allocation can be one of the most devastating mistakes founders can make.</h2><p>&nbsp;</p>",3,,@,,test-1-29,publish,English@Sinhala@Others,,
TestingSP3.003," ","New Coaching  product created by Admin for testing author 90",,0,,,"<p>Short discription</p>","<p>Long discription</p>",0,,,,new-coaching-product-created-by-admin-for-testing-author-90,publish,,,"
"
" sku-test123",brandtestingSP4.SL@gmail.com,"course product",simple,1000,course,,<p>short</p>,"<h2>What is Lorem Ipsum?</h2><p><strong>Lorem Ipsum</strong> is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.</p><h2>Why do we use it?</h2><p>It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution of letters, as opposed to using 'Content here, content here', making it look like readable English. Many desktop publishing packages and web page editors now use Lorem Ipsum as their default model text, and a search for 'lorem ipsum' will uncover many web sites still in their infancy. Various versions have evolved over the years, sometimes by accident, sometimes on purpose (injected humour and the like).</p><p><br>&nbsp;</p><h2>Where does it come from?</h2><p>Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of the more obscure Latin words, consectetur, from a Lorem Ipsum passage, and going through the cites of the word in classical literature, discovered the undoubtable source. Lorem Ipsum comes from sections 1.10.32 and 1.10.33 of ""de Finibus Bonorum et Malorum"" (The Extremes of Good and Evil) by Cicero, written in 45 BC. This book is a treatise on the theory of ethics, very popular during the Renaissance. The first line of Lorem Ipsum, ""Lorem ipsum dolor sit amet.."", comes from a line in section 1.10.32.</p><p>The standard chunk of Lorem Ipsum used since the 1500s is reproduced below for those interested. Sections 1.10.32 and 1.10.33 from ""de Finibus Bonorum et Malorum"" by Cicero are also reproduced in their exact original form, accompanied by English versions from the 1914 translation by H. Rackham.</p>",20,https://startuplawyer.lk/main/uploads/1629465872.jpg,"Personal Injury@Taxation & Accounting",,test-product,publish,English@Sinhala@Others,"Physical at Service Provider’s Office@Physical at Client’s Office@Physical at another location@Online via Startup Lawyer@Online via Zoom",link
